   0.4405456737900000E+01,   0.4274352369500000E-17,   0.5902754695100000E+00,  -0.5114028583806498E+01
   0.4369445249600000E+01,   0.1290725575600000E+00,   0.5907639867300000E+00,   0.4096745608302101E+00
   0.4408806255600000E+01,   0.1290725575600000E+00,   0.5908704566600000E+00,  -0.2350683126082027E+01
   0.4365928525600000E+01,   0.2137176184800000E-17,   0.5902652109800000E+00,   0.3343390523294136E+00
   0.4330075707900000E+01,   0.1290725575600000E+00,   0.5904965965000000E+00,   0.4506074016065272E+00
   0.4326391915900000E+01,  -0.1068588092400000E-17,   0.5900885590500000E+00,   0.4548153793558212E+00
   0.4349224776900000E+01,  -0.2137176184800000E-17,   0.5901905776400000E+00,   0.4254276979039762E+00
   0.4290714750200000E+01,   0.1290725575600000E+00,   0.5895725746200000E+00,   0.4532027865598862E+00
   0.4286864370600000E+01,   0.0000000000000000E+00,   0.5892395315300000E+00,   0.4543685332321089E+00
   0.4251386599600000E+01,   0.1290725575600000E+00,   0.5876823969400000E+00,   0.4469450337219997E+00
   0.4247370602600000E+01,   0.8014410692900000E-18,   0.5874022123200000E+00,   0.4477042885502469E+00
   0.4212130354900000E+01,   0.1290725575600000E+00,   0.5846167057600000E+00,   0.4309786663847721E+00
   0.4207950511000000E+01,   0.0000000000000000E+00,   0.5843629372600000E+00,   0.4317523068969465E+00
   0.4172981383100000E+01,   0.1290725575600000E+00,   0.5803786049100000E+00,   0.4147769341792805E+00
   0.4168640190700000E+01,  -0.1068588092400000E-17,   0.5801248950700000E+00,   0.4159787766180573E+00
   0.4133958224600000E+01,   0.1290725575600000E+00,   0.5750961763000000E+00,   0.3978258713668077E+00
   0.4129458565200000E+01,   0.2137176184800000E-17,   0.5748188185300001E+00,   0.3992076057788508E+00
   0.4095100178000000E+01,   0.1290725575600000E+00,   0.5687059710600000E+00,   0.3700643391428081E+00
   0.4090445748200000E+01,   0.2137176184800000E-17,   0.5683799175599999E+00,   0.3713579635924681E+00
   0.4056565057500000E+01,   0.1290725575600000E+00,   0.5606678631899999E+00,   0.3124193455467533E+00
   0.4051762838600000E+01,  -0.2137176184800000E-17,   0.5602567941900000E+00,   0.3133767351455271E+00
   0.4018201304100000E+01,   0.1290725575600000E+00,   0.5517882728500000E+00,   0.2316652996758531E+00
   0.4013255118300000E+01,   0.6411528554300000E-17,   0.5512726340600000E+00,   0.2322223709060877E+00
   0.3979566010500000E+01,   0.1290725575600000E+00,   0.5441999117600000E+00,   0.1752634496178491E+00
   0.3974470457000000E+01,   0.0000000000000000E+00,   0.5436044862900000E+00,   0.1757055856783418E+00
   0.3940510736700000E+01,   0.1290725575600000E+00,   0.5391641540700000E+00,   0.1686292851010432E+00
   0.3935257327200000E+01,   0.5342940461900000E-18,   0.5385398956100000E+00,   0.1692458616341269E+00
   0.3901327560400000E+01,   0.1290725575600000E+00,   0.5352558959000000E+00,   0.1846587503445103E+00
   0.3895913896200000E+01,   0.0000000000000000E+00,   0.5346239604400000E+00,   0.1854816848647736E+00
   0.3862070828900000E+01,   0.1290725575600000E+00,   0.5321822945800000E+00,   0.2029437170650486E+00
   0.3856495649000000E+01,   0.0000000000000000E+00,   0.5315576261000000E+00,   0.2039400353297986E+00
   0.3822768304300000E+01,   0.1290725575600000E+00,   0.5297593537000000E+00,   0.2227252623019723E+00
   0.3817030934500000E+01,  -0.1068588092400000E-17,   0.5291528951000000E+00,   0.2238592263530272E+00
   0.3783438584200000E+01,   0.1290725575600000E+00,   0.5278388049000000E+00,   0.2432130113635611E+00
   0.3777538746400000E+01,  -0.1068588092400000E-17,   0.5272581935800000E+00,   0.2444586716421117E+00
   0.3744089396600000E+01,   0.1290725575600000E+00,   0.5263898330900000E+00,   0.2643711833112835E+00
   0.3738026981900000E+01,   0.0000000000000000E+00,   0.5258418463500000E+00,   0.2657093747506968E+00
   0.3704728593000000E+01,   0.1290725575600000E+00,   0.5253051580900000E+00,   0.2861494428348476E+00
   0.3698503664300000E+01,   0.0000000000000000E+00,   0.5247941201400000E+00,   0.2875665547455711E+00
   0.3658973054700000E+01,  -0.4274352369500000E-17,   0.5240720102200001E+00,   0.3098593785776845E+00
   0.3665360338900000E+01,   0.1290725575600000E+00,   0.5245429402900000E+00,   0.3083759260841945E+00
   0.3619437823000000E+01,   0.2137176184800000E-17,   0.5236643160400000E+00,   0.3325787197963874E+00
   0.3625987244000000E+01,   0.1290725575600000E+00,   0.5240925461200000E+00,   0.3310379898917086E+00
   0.3579900910500000E+01,   0.0000000000000000E+00,   0.5236034572900000E+00,   0.3565523459486599E+00
   0.3586612186100000E+01,   0.1290725575600000E+00,   0.5239860680400000E+00,   0.3549552175001539E+00
   0.3540364485400000E+01,   0.2137176184800000E-17,   0.5238880297400000E+00,   0.3823935953285083E+00
   0.3547237289000000E+01,   0.1290725575600000E+00,   0.5242225566199999E+00,   0.3807466637788789E+00
   0.3500832255400000E+01,   0.0000000000000000E+00,   0.5245179067400000E+00,   0.4103214738458688E+00
   0.3507866190500000E+01,   0.1290725575600000E+00,   0.5248023835000000E+00,   0.4086344019522622E+00
   0.3461307024400000E+01,   0.0000000000000000E+00,   0.5254906386300000E+00,   0.4403872956201952E+00
