#    x        Cp  
   1.00000  0.21060
   0.99286  0.18989
   0.98019  0.15156
   0.96525  0.10907
   0.94859  0.06560
   0.93088  0.02370
   0.91264 -0.01534
   0.89413 -0.05128
   0.87550 -0.08443
   0.85680 -0.11572
   0.83807 -0.14488
   0.81931 -0.17262
   0.80053 -0.19931
   0.78174 -0.22485
   0.76294 -0.24985
   0.74413 -0.27399
   0.72531 -0.29772
   0.70648 -0.32131
   0.68765 -0.34442
   0.66882 -0.36754
   0.64999 -0.39049
   0.63116 -0.41351
   0.61234 -0.43657
   0.59352 -0.45984
   0.57471 -0.48328
   0.55592 -0.50699
   0.53714 -0.53111
   0.51837 -0.55571
   0.49963 -0.58076
   0.48091 -0.60662
   0.46222 -0.63315
   0.44356 -0.66073
   0.42496 -0.68979
   0.40644 -0.72151
   0.38807 -0.75672
   0.36982 -0.78793
   0.35166 -0.81786
   0.33356 -0.84700
   0.31554 -0.87563
   0.29759 -0.90389
   0.27973 -0.93216
   0.26197 -0.95994
   0.24431 -0.98776
   0.22679 -1.01506
   0.20941 -1.04209
   0.19220 -1.06761
   0.17521 -1.09152
   0.15847 -1.11815
   0.14206 -1.18311
   0.12607 -1.20900
   0.11063 -1.24168
   0.09593 -1.27860
   0.08220 -1.31810
   0.06968 -1.36001
   0.05855 -1.40387
   0.04888 -1.44866
   0.04063 -1.49307
   0.03364 -1.53647
   0.02772 -1.57810
   0.02271 -1.61500
   0.01843 -1.64698
   0.01478 -1.67032
   0.01165 -1.68220
   0.00897 -1.67612
   0.00668 -1.64751
   0.00476 -1.57870
   0.00318 -1.46820
   0.00192 -1.29664
   0.00098 -1.05478
   0.00036 -0.74749
   0.00005 -0.40415
   0.00002 -0.06024
   0.00028  0.27816
   0.00087  0.57371
   0.00181  0.79927
   0.00310  0.93534
   0.00474  0.99366
   0.00674  0.99471
   0.00909  0.95933
   0.01183  0.90280
   0.01498  0.83609
   0.01860  0.76533
   0.02278  0.69421
   0.02762  0.62483
   0.03327  0.55797
   0.03989  0.49508
   0.04771  0.43576
   0.05694  0.38129
   0.06774  0.33217
   0.08017  0.28885
   0.09412  0.25208
   0.10935  0.22179
   0.12556  0.19729
   0.14250  0.17762
   0.15997  0.16233
   0.17782  0.15009
   0.19597  0.14076
   0.21435  0.13335
   0.23292  0.12755
   0.25164  0.12314
   0.27049  0.11967
   0.28946  0.11688
   0.30853  0.11469
   0.32768  0.11272
   0.34691  0.11089
   0.36620  0.10891
   0.38551  0.10643
   0.40480  0.10188
   0.42402  0.09863
   0.44324  0.09685
   0.46247  0.09608
   0.48173  0.09563
   0.50103  0.09580
   0.52035  0.09607
   0.53970  0.09670
   0.55907  0.09736
   0.57847  0.09838
   0.59788  0.09933
   0.61732  0.10038
   0.63677  0.10159
   0.65624  0.10275
   0.67572  0.10405
   0.69521  0.10536
   0.71470  0.10667
   0.73421  0.10823
   0.75371  0.10966
   0.77322  0.11133
   0.79273  0.11320
   0.81224  0.11522
   0.83174  0.11751
   0.85122  0.12026
   0.87069  0.12335
   0.89010  0.12713
   0.90939  0.13152
   0.92843  0.13695
   0.94689  0.14316
   0.96423  0.14953
   0.97969  0.15417
   0.99272  0.18938
   1.00000  0.21060
