#    x        Cp  
   1.00000  0.21778
   0.99286  0.19011
   0.98019  0.14170
   0.96525  0.09660
   0.94859  0.05553
   0.93088  0.01911
   0.91264 -0.01309
   0.89413 -0.04168
   0.87550 -0.06739
   0.85680 -0.09142
   0.83807 -0.11326
   0.81931 -0.13390
   0.80053 -0.15348
   0.78174 -0.17198
   0.76294 -0.18986
   0.74413 -0.20688
   0.72531 -0.22346
   0.70648 -0.23975
   0.68765 -0.25538
   0.66882 -0.27099
   0.64999 -0.28606
   0.63116 -0.30110
   0.61234 -0.31571
   0.59352 -0.33026
   0.57471 -0.34441
   0.55592 -0.35817
   0.53714 -0.37131
   0.51837 -0.38332
   0.49963 -0.39425
   0.48091 -0.40661
   0.46222 -0.44469
   0.44356 -0.46801
   0.42496 -0.48004
   0.40644 -0.49589
   0.38807 -0.51434
   0.36982 -0.53037
   0.35166 -0.54501
   0.33356 -0.55810
   0.31554 -0.57010
   0.29759 -0.58070
   0.27973 -0.59023
   0.26197 -0.59824
   0.24431 -0.60472
   0.22679 -0.61006
   0.20941 -0.61317
   0.19220 -0.61482
   0.17521 -0.61421
   0.15847 -0.61101
   0.14206 -0.60511
   0.12607 -0.59680
   0.11063 -0.58433
   0.09593 -0.56804
   0.08220 -0.54756
   0.06968 -0.52267
   0.05855 -0.49224
   0.04888 -0.45783
   0.04063 -0.41819
   0.03364 -0.37336
   0.02772 -0.32236
   0.02271 -0.26572
   0.01843 -0.19998
   0.01478 -0.12557
   0.01165 -0.04003
   0.00897  0.05937
   0.00668  0.17359
   0.00476  0.30366
   0.00318  0.44756
   0.00192  0.60023
   0.00098  0.74886
   0.00036  0.87848
   0.00005  0.96622
   0.00002  0.99983
   0.00028  0.97281
   0.00087  0.88138
   0.00181  0.74048
   0.00310  0.57915
   0.00474  0.41545
   0.00674  0.27124
   0.00909  0.14826
   0.01183  0.04719
   0.01498 -0.03446
   0.01860 -0.09702
   0.02278 -0.14754
   0.02762 -0.18681
   0.03327 -0.21654
   0.03989 -0.23825
   0.04771 -0.25281
   0.05694 -0.26072
   0.06774 -0.26415
   0.08017 -0.26237
   0.09412 -0.25674
   0.10935 -0.24800
   0.12556 -0.23785
   0.14250 -0.22624
   0.15997 -0.21392
   0.17782 -0.20141
   0.19597 -0.18879
   0.21435 -0.17643
   0.23292 -0.16435
   0.25164 -0.15267
   0.27049 -0.14153
   0.28946 -0.13084
   0.30853 -0.12113
   0.32768 -0.11223
   0.34691 -0.10541
   0.36620 -0.10081
   0.38551 -0.07575
   0.40480 -0.07356
   0.42402 -0.07210
   0.44324 -0.06835
   0.46247 -0.06317
   0.48173 -0.05745
   0.50103 -0.05090
   0.52035 -0.04445
   0.53970 -0.03777
   0.55907 -0.03113
   0.57847 -0.02434
   0.59788 -0.01775
   0.61732 -0.01118
   0.63677 -0.00461
   0.65624  0.00189
   0.67572  0.00840
   0.69521  0.01482
   0.71470  0.02124
   0.73421  0.02789
   0.75371  0.03441
   0.77322  0.04116
   0.79273  0.04825
   0.81224  0.05555
   0.83174  0.06324
   0.85122  0.07164
   0.87069  0.08068
   0.89010  0.09096
   0.90939  0.10235
   0.92843  0.11611
   0.94689  0.13231
   0.96423  0.15217
   0.97969  0.17566
   0.99272  0.20553
   1.00000  0.21778
