Results_Name,VSPAERO_History
Results_Timestamp,1613879197
Results_Date,2,20,2021
Results_Time,19,46,37
Alpha,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AnalysisMethod,1
Beta,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CDi,0.000290,0.000290,0.000280,0.000280,0.000240,0.000250,0.000250,0.000260,0.000250,0.000250
CDo,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CDtot,0.000290,0.000290,0.000280,0.000280,0.000240,0.000250,0.000250,0.000260,0.000250,0.000250
CFx,0.000060,0.000040,-0.000100,-0.000370,-0.000320,-0.000210,-0.000010,0.000130,0.000180,0.000190
CFy,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CFz,-0.288250,-0.284230,-0.291010,-0.299730,-0.222730,-0.231110,-0.232760,-0.239050,-0.238450,-0.246200
CL,-0.288250,-0.284230,-0.291010,-0.299730,-0.222730,-0.231110,-0.232760,-0.239050,-0.238450,-0.246200
CMx,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CMy,-0.012910,-0.101090,-0.034530,-0.054440,0.219070,0.162750,0.137600,0.073150,0.136150,0.137430
CMz,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CS,1.874010,1.857530,1.865760,1.825510,2.394050,2.356260,2.337100,2.289820,2.305970,2.271800
E,4.587830,4.488920,4.805040,5.077980,3.243530,3.336890,3.395380,3.522790,3.592370,3.812370
FC_AoA_,0.000000
FC_Beta_,0.000000
FC_Bref_,28.284271
FC_Cref_,1.414214
FC_Mach_,0.001000
FC_Pitch_Rate,0.000000
FC_Rho_,1.023000
FC_Roll__Rate,0.000000
FC_Sref_,40.000000
FC_Vinf_,62.000000
FC_Xcg_,9.784838
FC_Yaw___Rate,0.000000
FC_Ycg_,0.000000
FC_Zcg_,0.300593
L/D,-1000.044990,-992.332540,-1037.457910,-1064.475980,-915.017230,-907.196860,-916.540650,-925.918420,-946.581670,-972.935770
Mach,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000
T/QS,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
WakeIter,1,2,3,4,5,6,7,8,9,10
Results_Name,VSPAERO_History
Results_Timestamp,1613879197
Results_Date,2,20,2021
Results_Time,19,46,37
Alpha,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000
AnalysisMethod,1
Beta,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CDi,0.007450,0.007380,0.007350,0.007360,0.007360,0.007350,0.007350,0.007350,0.007340,0.007300
CDo,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CDtot,0.007450,0.007380,0.007350,0.007360,0.007360,0.007350,0.007350,0.007350,0.007340,0.007300
CFx,-0.029300,-0.030610,-0.031270,-0.031250,-0.031210,-0.031300,-0.031470,-0.031370,-0.031680,-0.032590
CFy,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CFz,0.374390,0.395400,0.404080,0.403240,0.402400,0.403400,0.405360,0.404060,0.407590,0.417670
CL,0.375510,0.396560,0.405270,0.404430,0.403590,0.404590,0.406560,0.405260,0.408800,0.418920
CMx,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CMy,-0.046650,-0.013300,0.024640,0.030420,0.034760,0.032000,0.019920,0.006370,0.021660,0.064480
CMz,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
CS,-0.360980,-0.256050,-0.209150,-0.215240,-0.216330,-0.212930,-0.206360,-0.215370,-0.193650,-0.133910
E,0.301310,0.339010,0.355620,0.353770,0.352380,0.354490,0.357910,0.355440,0.362470,0.382580
FC_AoA_,5.000000
FC_Beta_,0.000000
FC_Bref_,28.284271
FC_Cref_,1.414214
FC_Mach_,0.001000
FC_Pitch_Rate,0.000000
FC_Rho_,1.023000
FC_Roll__Rate,0.000000
FC_Sref_,40.000000
