# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
24

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,XYNKWOOOHR,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,31,17
# x,y,z,u,w
5.582716404289845613e+00, 9.639846675719410118e-01, 2.014442700944193643e+00, 1.800000000000000044e+00, 3.250000000000000000e+00
5.582716404289845613e+00, 1.476675789056831833e+00, 1.646675789056831984e+00, 1.800000000000000044e+00, 3.500000000000000000e+00
5.582716404289844725e+00, 1.679942700944193401e+00, 1.039484667571940912e+00, 1.800000000000000044e+00, 3.750000000000000000e+00
5.582716404289844725e+00, 1.716059410477360547e+00, 1.980000000000000371e-01, 1.800000000000000044e+00, 4.000000000000000000e+00
6.250000000000000000e+00, 1.750000000000000000e+00, 2.500000000000000000e-01, 2.000000000000000000e+00, 0.000000000000000000e+00
6.250000000000000000e+00, 1.612734375000000053e+00, -6.250000000000000000e-01, 2.000000000000000000e+00, 2.500000000000000000e-01
6.250000000000000000e+00, 1.238125000000000142e+00, -1.250000000000000000e+00, 2.000000000000000000e+00, 5.000000000000000000e-01
6.250000000000000000e+00, 6.819531250000001599e-01, -1.625000000000000000e+00, 2.000000000000000000e+00, 7.500000000000000000e-01
6.250000000000000000e+00, 0.000000000000000000e+00, -1.750000000000000000e+00, 2.000000000000000000e+00, 1.000000000000000000e+00
6.250000000000000000e+00, -6.819531249999999378e-01, -1.625000000000000000e+00, 2.000000000000000000e+00, 1.250000000000000000e+00
6.250000000000000000e+00, -1.238124999999999920e+00, -1.250000000000000000e+00, 2.000000000000000000e+00, 1.500000000000000000e+00
6.250000000000000000e+00, -1.612734375000000053e+00, -6.250000000000000000e-01, 2.000000000000000000e+00, 1.750000000000000000e+00
6.250000000000000000e+00, -1.750000000000000000e+00, 2.500000000000000000e-01, 2.000000000000000000e+00, 2.000000000000000000e+00
6.250000000000000000e+00, -1.722656250000000000e+00, 1.125000000000000000e+00, 2.000000000000000000e+00, 2.250000000000000000e+00
6.250000000000000000e+00, -1.531250000000000000e+00, 1.750000000000000000e+00, 2.000000000000000000e+00, 2.500000000000000000e+00
6.250000000000000000e+00, -1.011718750000000000e+00, 2.125000000000000000e+00, 2.000000000000000000e+00, 2.750000000000000000e+00
6.250000000000000000e+00, 0.000000000000000000e+00, 2.250000000000000000e+00, 2.000000000000000000e+00, 3.000000000000000000e+00
6.250000000000000000e+00, 1.011718750000000000e+00, 2.125000000000000000e+00, 2.000000000000000000e+00, 3.250000000000000000e+00
6.250000000000000000e+00, 1.531250000000000000e+00, 1.750000000000000000e+00, 2.000000000000000000e+00, 3.500000000000000000e+00
6.250000000000000000e+00, 1.722656250000000000e+00, 1.125000000000000000e+00, 2.000000000000000000e+00, 3.750000000000000000e+00
6.250000000000000000e+00, 1.750000000000000000e+00, 2.500000000000000000e-01, 2.000000000000000000e+00, 4.000000000000000000e+00
7.168527133131616047e+00, 1.750000000000000000e+00, 2.500000000000000000e-01, 2.200000000000000178e+00, 0.000000000000000000e+00
7.168527133131616047e+00, 1.612734375000000053e+00, -6.250000000000000000e-01, 2.200000000000000178e+00, 2.500000000000000000e-01
7.168527133131616047e+00, 1.238125000000000142e+00, -1.250000000000000000e+00, 2.200000000000000178e+00, 5.000000000000000000e-01
7.168527133131616047e+00, 6.819531250000001599e-01, -1.625000000000000000e+00, 2.200000000000000178e+00, 7.500000000000000000e-01
