#    x        Cp  
   1.00000  0.21772
   0.99286  0.18996
   0.98019  0.14151
   0.96525  0.09662
   0.94859  0.05586
   0.93088  0.01979
   0.91264 -0.01206
   0.89413 -0.04031
   0.87550 -0.06570
   0.85680 -0.08941
   0.83807 -0.11093
   0.81931 -0.13126
   0.80053 -0.15054
   0.78174 -0.16872
   0.76294 -0.18630
   0.74413 -0.20301
   0.72531 -0.21926
   0.70648 -0.23522
   0.68765 -0.25053
   0.66882 -0.26580
   0.64999 -0.28053
   0.63116 -0.29516
   0.61234 -0.30937
   0.59352 -0.32356
   0.57471 -0.33720
   0.55592 -0.35028
   0.53714 -0.36276
   0.51837 -0.37397
   0.49963 -0.38445
   0.48091 -0.39918
   0.46222 -0.44667
   0.44356 -0.45459
   0.42496 -0.46792
   0.40644 -0.48401
   0.38807 -0.50225
   0.36982 -0.51781
   0.35166 -0.53178
   0.33356 -0.54435
   0.31554 -0.55553
   0.29759 -0.56553
   0.27973 -0.57419
   0.26197 -0.58133
   0.24431 -0.58707
   0.22679 -0.59108
   0.20941 -0.59351
   0.19220 -0.59374
   0.17521 -0.59188
   0.15847 -0.58750
   0.14206 -0.58047
   0.12607 -0.56977
   0.11063 -0.55568
   0.09593 -0.53749
   0.08220 -0.51482
   0.06968 -0.48726
   0.05855 -0.45425
   0.04888 -0.41745
   0.04063 -0.37428
   0.03364 -0.32719
   0.02772 -0.27380
   0.02271 -0.21368
   0.01843 -0.14596
   0.01478 -0.06891
   0.01165  0.01917
   0.00897  0.11980
   0.00668  0.23397
   0.00476  0.36249
   0.00318  0.50313
   0.00192  0.65088
   0.00098  0.79148
   0.00036  0.90812
   0.00005  0.98133
   0.00002  0.99884
   0.00028  0.95439
   0.00087  0.84726
   0.00181  0.69386
   0.00310  0.52120
   0.00474  0.35360
   0.00674  0.20906
   0.00909  0.08415
   0.01183 -0.01379
   0.01498 -0.09190
   0.01860 -0.15344
   0.02278 -0.19970
   0.02762 -0.23627
   0.03327 -0.26172
   0.03989 -0.28012
   0.04771 -0.29111
   0.05694 -0.29624
   0.06774 -0.29622
   0.08017 -0.29153
   0.09412 -0.28352
   0.10935 -0.27242
   0.12556 -0.26032
   0.14250 -0.24680
   0.15997 -0.23285
   0.17782 -0.21915
   0.19597 -0.20532
   0.21435 -0.19184
   0.23292 -0.17891
   0.25164 -0.16639
   0.27049 -0.15466
   0.28946 -0.14367
   0.30853 -0.13385
   0.32768 -0.12674
   0.34691 -0.11318
   0.36620 -0.09151
   0.38551 -0.08639
   0.40480 -0.08643
   0.42402 -0.08349
   0.44324 -0.07846
   0.46247 -0.07218
   0.48173 -0.06569
   0.50103 -0.05864
   0.52035 -0.05170
   0.53970 -0.04458
   0.55907 -0.03761
   0.57847 -0.03049
   0.59788 -0.02356
   0.61732 -0.01671
   0.63677 -0.00983
   0.65624 -0.00306
   0.67572  0.00369
   0.69521  0.01041
   0.71470  0.01705
   0.73421  0.02397
   0.75371  0.03073
   0.77322  0.03772
   0.79273  0.04507
   0.81224  0.05261
   0.83174  0.06056
   0.85122  0.06921
   0.87069  0.07853
   0.89010  0.08907
   0.90939  0.10076
   0.92843  0.11483
   0.94689  0.13134
   0.96423  0.15153
   0.97969  0.17530
   0.99272  0.20522
   1.00000  0.21772
