   0.4405456737900000E+01,   0.4274352369500000E-17,   0.5902754695100000E+00,  -0.5062539851171175E+01
   0.4369445249600000E+01,   0.1290725575600000E+00,   0.5907639867300000E+00,   0.3235186146944684E+00
   0.4408806255600000E+01,   0.1290725575600000E+00,   0.5908704566600000E+00,  -0.2340243475371404E+01
   0.4365928525600000E+01,   0.2137176184800000E-17,   0.5902652109800000E+00,   0.2349926110851177E+00
   0.4330075707900000E+01,   0.1290725575600000E+00,   0.5904965965000000E+00,   0.3683652274477266E+00
   0.4326391915900000E+01,  -0.1068588092400000E-17,   0.5900885590500000E+00,   0.3706125784358363E+00
   0.4349224776900000E+01,  -0.2137176184800000E-17,   0.5901905776400000E+00,   0.3407900893405204E+00
   0.4290714750200000E+01,   0.1290725575600000E+00,   0.5895725746200000E+00,   0.3654512712287670E+00
   0.4286864370600000E+01,   0.0000000000000000E+00,   0.5892395315300000E+00,   0.3654206580327633E+00
   0.4251386599600000E+01,   0.1290725575600000E+00,   0.5876823969400000E+00,   0.3503623224036369E+00
   0.4247370602600000E+01,   0.8014410692900000E-18,   0.5874022123200000E+00,   0.3497587810053210E+00
   0.4212130354900000E+01,   0.1290725575600000E+00,   0.5846167057600000E+00,   0.3230313887456857E+00
   0.4207950511000000E+01,   0.0000000000000000E+00,   0.5843629372600000E+00,   0.3227799787180770E+00
   0.4172981383100000E+01,   0.1290725575600000E+00,   0.5803786049100000E+00,   0.2953238678202564E+00
   0.4168640190700000E+01,  -0.1068588092400000E-17,   0.5801248950700000E+00,   0.2957972863602362E+00
   0.4133958224600000E+01,   0.1290725575600000E+00,   0.5750961763000000E+00,   0.2658864908206259E+00
   0.4129458565200000E+01,   0.2137176184800000E-17,   0.5748188185300001E+00,   0.2667433105285102E+00
   0.4095100178000000E+01,   0.1290725575600000E+00,   0.5687059710600000E+00,   0.2219730130683825E+00
   0.4090445748200000E+01,   0.2137176184800000E-17,   0.5683799175599999E+00,   0.2228449666047560E+00
   0.4056565057500000E+01,   0.1290725575600000E+00,   0.5606678631899999E+00,   0.1388714136797810E+00
   0.4051762838600000E+01,  -0.2137176184800000E-17,   0.5602567941900000E+00,   0.1393934327015765E+00
   0.4018201304100000E+01,   0.1290725575600000E+00,   0.5517882728500000E+00,   0.2320914114501835E-01
   0.4013255118300000E+01,   0.6411528554300000E-17,   0.5512726340600000E+00,   0.2324048934066504E-01
   0.3979566010500000E+01,   0.1290725575600000E+00,   0.5441999117600000E+00,  -0.6526084901800161E-01
   0.3974470457000000E+01,   0.0000000000000000E+00,   0.5436044862900000E+00,  -0.6538336168214769E-01
   0.3940510736700000E+01,   0.1290725575600000E+00,   0.5391641540700000E+00,  -0.9185017873272476E-01
   0.3935257327200000E+01,   0.5342940461900000E-18,   0.5385398956100000E+00,  -0.9174122224175202E-01
   0.3901327560400000E+01,   0.1290725575600000E+00,   0.5352558959000000E+00,  -0.8950220702681734E-01
   0.3895913896200000E+01,   0.0000000000000000E+00,   0.5346239604400000E+00,  -0.8910809592136423E-01
   0.3862070828900000E+01,   0.1290725575600000E+00,   0.5321822945800000E+00,  -0.8428715846249615E-01
   0.3856495649000000E+01,   0.0000000000000000E+00,   0.5315576261000000E+00,  -0.8365159938809467E-01
   0.3822768304300000E+01,   0.1290725575600000E+00,   0.5297593537000000E+00,  -0.7724892885016019E-01
   0.3817030934500000E+01,  -0.1068588092400000E-17,   0.5291528951000000E+00,  -0.7641849518195834E-01
   0.3783438584200000E+01,   0.1290725575600000E+00,   0.5278388049000000E+00,  -0.6951674107902352E-01
   0.3777538746400000E+01,  -0.1068588092400000E-17,   0.5272581935800000E+00,  -0.6852642765361699E-01
   0.3744089396600000E+01,   0.1290725575600000E+00,   0.5263898330900000E+00,  -0.6123662901667783E-01
   0.3738026981900000E+01,   0.0000000000000000E+00,   0.5258418463500000E+00,  -0.6011452657699729E-01
